meal_description,carb,fat,energy,protein,country,serving_type
"For breakfast, I’m eating a medium burrito stuffed with egg and breakfast meat, paired with a cup of fat-free milk.",49.14,32.410000000000004,629.08,34.12,USA,natural
"For a light snack, I have 124 grams of apple juice and 240 grams of tap water.",14.01,0.16,57.04,0.12,USA,metric
I started my day with a cup of sweetened instant coffee and a medium slice of whole wheat toast.,28.3,3.03,156.55,4.83,USA,natural
I'm having a clementine for breakfast.,11.34,0.26,45.05,0.69,USA,natural
"I'm enjoying a home-cooked dinner of 250 grams of pasta with meat and tomato sauce, paired with a 186-gram Capri Sun juice drink.",66.48,6.58,380.04,14.65,USA,metric
I’m snacking on a cup of Multigrain Cheerios and pouring a cup of soy milk over it.,36.42,4.82,215.92,8.83,USA,natural
"I'm enjoying some whole strawberry milk, 248 grams, along with 28 grams of lightly salted potato chips for a snack.",44.27,17.26,367.3200000000001,9.42,USA,metric
"I'm having a 128-gram croissant sandwich filled with sausage, egg, and cheese for breakfast.",20.35,27.88,394.24,15.48,USA,metric
"At dinner, I’m enjoying a grilled cheese sandwich on white bread that’s 116 grams, paired with 248 grams of chocolate milk.",66.05,26.39,579.88,19.68,USA,metric
I’m snacking on a small piece of hard candy and a 6 oz container of yogurt that's not made with fruit flavors.,20.69,0.32,124.02,9.45,USA,natural
"I’m enjoying a hamburger on a white bun, featuring a small patty and a tablespoon of ketchup for lunch.",30.21,15.92,347.22,19.85,USA,natural
"For dinner, I had a large order of fast food french fries and a cheeseburger with a small patty.",101.98,43.620000000000005,905.45,25.12,USA,natural
"For a snack, I'm having a snack-size container of canned fruit cocktail, a raw orange, a miniature frosted cinnamon roll, and a small container of 100% apple juice.",62.62,8.41,326.04,3.37,USA,natural
"For breakfast today, I'm enjoying 244 grams of reduced fat milk along with 70 grams of sweet Pan Dulce.",51.42,13.61,383.8,14.28,USA,metric
"For a snack, I have a small bag of plain potato chips and a can of root beer.",54.5,9.51,301.48,1.79,USA,natural
I’m starting my day with a medium cinnamon bun and an individual school container of orange juice.,57.71,24.1,465.08,4.84,USA,natural
Tonight's meal consists of 37 grams of Honey Nut Cheerios soaked in 244 grams of 2% milk.,41.47,6.49,261.12,11.44,USA,metric
Lunch today is 90 grams of pizza with a thin crust and lots of meat on top.,20.44,14.79,272.7,14.19,USA,metric
"For a snack, I had a 65-gram Fudgesicle, a 150-gram raw peach, and some fruit leather that weighs 1.6 grams.",35.99,2.84,173.49,3.03,USA,metric
"For dinner, I had a jar of strained chicken and rice baby food and a jar of strained applesauce baby food.",22.6,1.25,103.96,2.04,USA,natural
I'm having a single Fiber One chewy bar as my lunch.,27.93,4.0,155.6,2.0,USA,natural
"For breakfast, I had a cup of brewed coffee with half an individual container of half and half and one fried egg.",1.0,6.51,93.55,7.02,USA,natural
"For lunch, I have a cup of unsweetened water, a cup of fat-free milk, and I added a scoop of Slim Fast mix.",31.15,3.67,199.44,10.48,USA,natural
I have a small frosted cinnamon bun and a cup of reduced fat milk for dinner.,38.22,19.01,366.08,10.57,USA,natural
"For lunch, I'm having a peanut butter and jelly sandwich made with regular peanut butter and jelly on wheat bread, weighing 112.0g, along with a 186.0g Capri Sun fruit juice drink.",66.98,18.87,474.62,14.07,USA,metric
"For lunch, I'm having a chicken fillet sandwich from the school cafeteria and a cup of low-fat milk.",40.08,9.74,335.84,21.7,USA,natural
"For dinner, I'm having a cup of homemade chicken or turkey noodle soup, an individual container of 100% orange juice with calcium, and a cup of bottled water.",25.85,5.5,205.29,14.24,USA,natural
"I'm enjoying a meatless burrito for dinner, which is about 305 grams, and I've got 507 grams of unsweetened bottled water to drink.",60.02,25.28,573.4,26.84,USA,metric
Dinner tonight is a medium bag of nacho cheese tortilla chips.,34.66,15.63,295.83,4.2,USA,natural
"For my snack, I’m drinking 240 grams of tap water along with 496 grams of iced black tea.",53.57,1.09,223.2,0.0,USA,metric
I'm enjoying a snack that includes 248 grams of Powerade sports drink along with 28 grams of Doritos chips.,38.32,5.88,210.96,1.98,USA,metric
I’ve got a wheat bagel weighing 69 grams and a cup of 248 grams of instant coffee for breakfast.,46.4,2.8,236.98,7.41,USA,metric
"For a snack, I have 25 grams of lightly salted potato chips and 30 grams of chocolate chip cookies.",31.17,17.27,286.45,3.42,USA,metric
I'm enjoying a small hoagie roll with a cup of diced pot roast and a slice of Provolone cheese for dinner.,37.040000000000006,26.110000000000003,613.72,53.77,USA,natural
I’ve got a meat and cheese turnover weighing 142g and a 600g bottle of unsweetened water for brunch.,43.38,12.98,342.22,13.01,USA,metric
"I'm enjoying a small drink of pre-sweetened iced black tea and a submarine sandwich loaded with pepperoni, salami, lettuce, tomato, and spread for dinner.",75.96000000000001,32.09,662.52,17.74,USA,natural
I made a can of vegetable soup according to the directions and I’m drinking a cup of tap water with it for lunch.,46.29,2.11,228.54,6.68,USA,natural
"I’m having breakfast with a 310g serving of apple juice and a 188g egg, cheese, and sausage biscuit.",75.58,42.0,751.72,18.25,USA,metric
"I’ve got a snack that includes 44 grams of milk chocolate candy, 240 grams of bottled water, and 57 grams of baked potato chips.",66.84,23.42,502.73,6.220000000000001,USA,metric
"For breakfast, I'm having a Quaker Chewy Granola Bar and a can of cola.",55.39,4.91,256.56,1.36,USA,natural
I'm having a drink of NFS cocktail for a snack.,17.55,0.43,200.25,0.0,USA,natural
I'm enjoying a cup of flavored corn chips as a snack.,25.52,15.31,244.35,2.75,USA,natural
I'm snacking on 125 grams of raw tomatoes right now.,4.86,0.25,22.5,1.1,USA,metric
"For a snack, I'm having a medium single serving bag of plain potato chips and a chocolate-coated vanilla ice cream bar.",49.06,37.45,551.49,6.720000000000001,USA,natural
"For breakfast, I'm having 1 banana and a tube of low-fat Greek yogurt with fruit.",35.79,1.88,171.99,6.03,USA,natural
I’m having a snack with 360 grams of unsweetened decaffeinated green iced tea and a 28-gram Danish pastry with fruit.,13.38,5.18,103.88,1.51,USA,metric
"I’ve got a breakfast of 244 grams of 2% milk, 40 grams of frosted corn flakes, and 124 grams of orange juice that's got calcium added.",62.03,5.14,335.88,10.71,USA,metric
I’m going to enjoy a 57-gram pita bread at dinner.,31.86,0.97,149.34,5.59,USA,metric
"For dinner, I'm having a fried chicken drumstick with the skin on, a fried chicken wing, and a cup of mashed potatoes with gravy.",50.42,34.54,624.4,28.48,USA,natural
I'm snacking on a chocolate chip cookie that weighs 30 grams along with 17 grams of cooked sardines.,17.81,10.39,182.06,5.930000000000001,USA,metric
I’ve got a snack of 21 grams of American cheese paired with 50 grams of cheese-flavored Goldfish crackers.,31.57,16.21,308.97,8.84,USA,metric
"For lunch, I'm having a peanut butter and jelly sandwich made with regular peanut butter and jelly on wheat bread, along with a small bag of graham crackers and a 20 fl oz bottle of diet cola.",85.07000000000001,23.69,607.5799999999999,17.74,USA,natural
"For a snack, I’m having a bar of plain milk chocolate, a cup of bottled water, and a medium bag of baked potato chips.",66.84,23.42,502.73,6.220000000000001,USA,natural
"This morning, I made myself a 480-gram cup of brewed coffee along with a 198-gram egg burrito.",37.92,24.89,468.12,21.41,USA,metric
"For lunch, I'm having a frozen personal size thin-crust cheese pizza and a bottle of Gatorade.",100.06,23.14,710.8699999999999,24.89,USA,natural
"For breakfast, I'm having a cup of chicken or turkey cacciatore.",16.93,25.94,424.56,32.18,USA,natural
I'm snacking on 18 grams of hard candy along with a 480-gram beer.,34.68,0.04,277.32,2.21,USA,metric
"For breakfast, I'm having a plain frozen waffle (40.0g) with 16 grams of peanut butter (16.0g) and a glass of 100% orange juice (124.0g).",37.24,12.13,279.88,7.41,USA,metric
"For dinner, I’m having an 80-gram egg omelet with cheese and dark-green vegetables, and there's no added fat.",1.34,8.54,124.0,9.9,USA,metric
"I enjoyed 248 grams of potato soup made with milk for lunch, plus a peanut butter and jelly sandwich on wheat bread that was 112 grams. I finished off with 244 grams of potato soup prepared with water.",79.64999999999999,25.89,626.1600000000001,21.92,USA,metric
"For breakfast, I’m having 360 grams of brewed coffee with a gram of saccharin and a piece of Pan Dulce that weighs 116 grams.",66.26,14.94,441.04,10.57,USA,metric
"I’ve got 170 grams of pancakes and sausage from a frozen meal, topped with 20 grams of syrup for lunch.",60.99,23.36,512.0,15.06,USA,metric
I made a bag of microwave popcorn with butter flavor and I'm pairing it with a medium apple for my snack.,75.21000000000001,26.75,561.3,7.91,USA,natural
I’ve got a single empanada and a cup of 1% milk for lunch.,81.89999999999999,43.1,848.62,33.36,USA,natural
I'm enjoying a snack with 240 grams of bottled unsweetened water alongside 360 grams of a caffeine-free diet fruit-flavored soft drink.,0.0,0.0,0.0,0.36,USA,metric
"I’m having dinner that consists of 160 grams of ready-to-heat roasted potatoes and 165 grams of grilled chicken thigh with sauce, and I’m not eating the skin.",44.73,20.9,513.5,35.660000000000004,USA,metric
"For breakfast, I'm having a fl oz of bottled unsweetened water and an egg white omelet made with one egg white cooked in oil.",0.24,2.4,38.16,3.66,USA,natural
"I’ve got a small apple, a slice of cheddar cheese, and a cup of water for dinner.",23.3,7.42,171.48000000000002,5.319999999999999,USA,natural
"For lunch, I'm having a large iced black tea that's pre-sweetened with sugar and a hamburger from McDonald's.",88.64,10.33,493.64,13.3,USA,natural
"For my snack, I have a slice of American cheese and a cup of cheese Goldfish crackers.",31.57,16.21,308.97,8.84,USA,natural
My lunch consists of a stick of mozzarella cheese and a grilled chicken fillet.,3.63,11.59,234.48,29.0,USA,natural
"For dinner, I’m having a cup of pinto beans and white rice.",43.89,7.45,282.2,10.35,USA,natural
I’m having 250 grams of lasagna with meat and 507 grams of bottled unsweetened water for lunch.,40.43,12.42,347.5,18.62,USA,metric
"For lunch, I’m having a turkey or chicken burger on a white bun with a cup of whole strawberry milk.",59.3,18.52,550.1,36.58,USA,natural
I'm having 75 grams of canned peaches in syrup as a snack.,10.19,0.06,39.75,0.3,USA,metric
I’m enjoying a grilled cheese sandwich made with whole wheat bread and reduced fat American cheese for my lunch.,31.76,18.77,351.48,14.31,USA,natural
"For dinner, I’m having a 66-gram frosted cinnamon roll and 28 grams of white bread.",45.86,18.57,373.92,5.58,USA,metric
Lunch today is a medium coated fried porgy with the bones removed.,16.06,20.64,381.42,31.15,USA,natural
"For a quick snack, I poured myself a cup of General Mills Honey Nut Chex.",34.67,0.8,150.0,2.52,USA,natural
"Tonight's dinner includes a 372-gram soft drink, an 84-gram pork chop that’s been broiled, and some regular ranch dip at 15 grams.",39.14,11.63,358.95,24.81,USA,metric
I’m starting my day with a medium burrito stuffed with meat and a bottle of 100% orange juice.,66.97,39.4,769.96,36.84,USA,natural
"For a snack, I picked up a 75g ice cream bar in vanilla flavor.",27.84,18.95,268.5,1.58,USA,metric
"I enjoyed 175 grams of fried chicken breast, 14 grams of jelly, and a 70-gram biscuit for dinner.",58.4,42.83,770.49,38.74,USA,metric
"This morning, I'm eating 40 grams of Post Honey Bunches of Oats with 244 grams of fat-free milk.",44.41,2.3800000000000003,243.36,11.22,USA,metric
"For a snack, I'm having 240 grams of chunky chicken or turkey vegetable soup with rice.",12.98,3.19,127.2,12.26,USA,metric
"For a snack, I'm having an 88-gram corn dog with 17 grams of ketchup on the side, along with 28 grams of nacho cheese Doritos and 113 grams of canned fruit cocktail. I also grabbed 28 grams of cheese-flavored ruffled potato chips. And just to mix things up, I added 28 grams of tortilla chips, nacho cheese flavor to the plate!",77.0,27.07,579.87,12.06,USA,metric
I'm having 28 grams of plain potato chips and a serving of part-skim mozzarella cheese that weighs 28.35 grams for a snack.,16.330000000000002,15.29,233.44,8.51,USA,metric
"For a snack, I'm having a croissant (57 grams) with 240 grams of brewed coffee and 15 grams of flavored coffee creamer.",31.37,14.04,271.47,5.06,USA,metric
"This morning, I had a whole wheat bagel, a cup of whole milk, a fl oz of brewed coffee, and a cup of tap water.",62.72,9.43,409.2,18.75,USA,natural
"For breakfast, I'm having a 28.0-gram corn tortilla with a 95.0-gram egg omelet mixed with meat and vegetables, a raw 126.0-gram banana, and a cup of 360.0-gram brewed coffee.",42.44,13.83,339.23,14.3,USA,metric
Lunch today includes a 57g turkey hot dog in a 96g piece of French bread and 494g of mostly noodle soup.,97.39,25.93,726.05,25.32,USA,metric
"For lunch, I'm having a medium slice of wheat bread with a cup of homemade pasta in tomato sauce and meat.",61.190000000000005,7.720000000000001,384.22,17.64,USA,natural
"For a snack, I'm having a banana and a 4 oz container of low-fat fruit yogurt.",45.120000000000005,1.97,212.71,6.64,USA,natural
"For my lunch, I have a 113-gram cornbread muffin, 28 grams of plain potato chips, and a 154-gram raw orange.",90.8,19.18,565.99,9.91,USA,metric
"For dinner, I'm having a piece of thick crust cheese pizza, a piece of medium crust cheese pizza, and a large drink of fruit juice with high vitamin C.",167.88,26.26,1016.5,28.79,USA,natural
I decided to snack on 6 grams of hard candy along with a 200-gram raw apple.,33.5,0.35,127.64,0.52,USA,metric
I’m having a quick snack of 21 grams of Cheez-It cheese crackers along with 244 grams of reduced fat milk.,24.46,9.42,224.69,10.47,USA,metric
I’ll be having a 105-gram bagel with 16 grams of peanut butter for my brunch.,58.57,9.57,372.72,14.69,USA,metric
"For lunch, I'm having a grilled cheese sandwich weighing 116.0g made with cheddar cheese on whole wheat bread. I'm also enjoying a light beer, which is 360.0g, with it.",34.23,27.12,526.64,17.56,USA,metric
"This morning, I had a granola bar along with a cup of unsweetened bottled water.",27.69,8.51,202.53,4.34,USA,natural
"For dinner, I'm having a medium slice of oatmeal bread with a large serving of egg salad made with mayonnaise.",14.33,18.35,265.5,9.94,USA,natural
"This morning, I'm eating a 105-gram wheat bagel with 16 grams of peanut butter and a 360-gram diet cola.",55.94,9.9,365.22,14.71,USA,metric
"For dinner, I'm having a cup of nonfat soy milk and a jar of turkey, rice, and vegetables baby food.",22.85,2.8200000000000003,170.32,12.49,USA,natural
I grabbed a snack of 45 grams of Cheez-It crackers and a nice glass of 244 grams of milk.,38.62,15.09,344.49,13.07,USA,metric
"For dinner, I’m enjoying 97 grams of thin crust cheese pizza straight out of the freezer.",27.94,10.74,255.11,11.55,USA,metric
I'm enjoying a roll-up of fruit snacks candy along with a piece of NFS chewing gum for a quick snack.,14.47,0.41,59.39,0.08,USA,natural
"I just grabbed a snack of 204 grams of broiled beef steak, along with a 372-gram cola and some bottled unsweetened water that weighs 507 grams.",38.54,28.35,635.64,55.2,USA,metric
I have a 151-gram fish sandwich and a 240-gram bottle of unsweetened water for lunch.,34.29,16.59,385.05,23.1,USA,metric
"Just a piece of peanut butter fudge, which is one cubic inch, for a quick snack.",14.81,3.69,95.92,1.4,USA,natural
"For a snack, I'm having a bottle of unsweetened bottled water and a juice box of 100% fruit juice.",26.04,0.25,104.5,0.33,USA,natural
"For lunch, I had a 54.0-gram Breakfast Tart, a glass of 240.0 grams of tap water, and a raw banana weighing 126.0 grams.",67.57,5.29,320.04,3.54,USA,metric
"For lunch, I have a small bag of graham crackers, a slice of turkey from the deli, a small white roll, and a snack-sized container of canned fruit cocktail.",65.53,7.01,362.32,10.36,USA,natural
"For breakfast, I have one chocolate icing doughnut.",37.72,17.6,320.25,3.35,USA,natural
"For dinner, I'm having 99 grams of strained apple-raspberry baby food.",15.44,0.2,57.42,0.2,USA,metric
"I had a quick snack with a cup of tap water, a small single-serving bag of potato chips, and a small raw apple.",37.86,9.79,234.76,2.22,USA,natural
"At lunch, I’m enjoying 110 grams of French fries and a 110-gram burrito filled with egg and breakfast meat from a fast food restaurant.",70.85,33.39,647.9,15.98,USA,metric
"For my snack, I’ve got 360 grams of diet cola and 260 grams of pudding.",57.43,10.2,345.2,5.470000000000001,USA,metric
"For breakfast, I'm having a biscuit with a slice of American cheese, a packet of mustard, a fried egg, and a pork sausage patty.",22.97,29.52,436.82,19.56,USA,natural
"I grabbed a medium burrito with meat and beans, plus a fun size SNICKERS and a TWIX Caramel Cookie Bar for my snack.",67.67,40.17,764.27,32.82,USA,natural
"For a snack, I have a 50g chocolate cookie bar, 28g of cheese-flavored potato chips, and a 75g vanilla ice cream sandwich.",75.25,29.91,580.36,7.58,USA,metric
"For my snack, I have one piece of chewing gum, a small cup of iced coffee, and one piece of hard candy.",5.83,0.08,25.88,0.32,USA,natural
"I’m eating a can of chicken noodle soup, which weighs 532 grams, and I’ll drink 240 grams of tap water with it for lunch.",20.43,7.13,218.12,17.5,USA,metric
My breakfast consists of a plain waffle weighing 135 grams and a 507-gram bottle of unsweetened water.,56.0,25.16,498.15,11.79,USA,metric
"For a quick snack, I have 2 grams of fondant and an oatmeal sandwich cookie with cream filling that weighs 36 grams.",21.88,6.58,150.74,0.94,USA,metric
I’ve got a cup of unsweetened bottled water and a Cape Cod drink for my snack.,22.9,0.18,220.5,0.0,USA,natural
I had one cheese turnover and a container of 100% orange juice for breakfast.,21.72,5.45,145.85,2.91,USA,natural
"For a snack, I'm having a small bag of Goldfish cheese crackers and a freezer pop.",36.36,10.35,259.55,4.92,USA,natural
I'm having a 30g butter or sugar cookie for a snack.,20.2,5.86,139.2,1.6,USA,metric
"For a snack, I had 240 grams of bottled water, 108 grams of cooked corn, and a 75-gram vanilla ice cream bar coated in chocolate.",33.42,22.11,343.29,5.49,USA,metric
"For dinner, I'm having a cup of sweet and sour chicken.",60.13,31.88,630.0,25.45,USA,natural
I'm snacking on an orange and a medium brownie cookie without any icing.,50.05,8.33,274.88,3.85,USA,natural
"For dinner, I’m having a cup of cooked catfish that’s been fried and flaked, coated in oil.",13.4,20.94,334.56,21.76,USA,natural
I’ve got a hot dog sandwich made with a frankfurter on white bread and a 16.9 fl oz bottle of water.,16.79,15.51,241.4,8.47,USA,natural
I’m eating a 62g roll that's white and hard this morning.,32.67,2.67,181.66,6.14,USA,metric
"For lunch, I have 240 grams of tap water, a 43-gram white soft roll, and 56 grams of chow mein noodles.",50.61,19.44,411.73,9.98,USA,metric
I grabbed a low-fat cereal bar and a prepackaged vanilla ice cream cone for my snack.,51.66,22.79,434.22,5.95,USA,natural
I have a 360-gram diet cola and 113 grams of baked fish for lunch.,15.18,11.2,254.67,22.11,USA,metric
"For lunch, I'm having 248 grams of reduced fat strawberry milk and 147 grams of school lunch cheese pizza.",70.22,17.09,543.58,27.9,USA,metric
I’m having an individual school container of 100% orange juice for breakfast.,14.2,0.15,59.52,0.84,USA,natural
"For my dinner, I'm having sautéed chicken wings that weigh 35 grams and a large bottle of unsweetened water at 507 grams.",0.0,6.44,92.75,8.1,USA,metric
"For lunch, I'm having a large cola drink, a cup package of noodle soup, and a bottle of water.",111.01,11.78,560.38,5.74,USA,natural
"For dinner, I'm having 244 grams of reduced fat milk and a 54-gram frosted cinnamon bun.",38.22,19.01,366.08,10.57,USA,metric
"For breakfast, I had 209 grams of 100% orange juice from a carton and a 4-gram animal cookie.",27.08,0.8,120.25,1.7,USA,metric
I’m enjoying a snack of 28 grams of plain corn chips and a 372-gram caffeine-free fruit soda.,53.76,9.41,299.72,1.92,USA,metric
"I’m having a meat tamale for breakfast, and it weighs 128 grams.",18.94,17.52,275.2,11.05,USA,metric
"For breakfast, I have a bottle of unsweetened water, a tablespoon of pancake syrup, and a Jimmy Dean Flapstick frozen meal with pancakes and sausage.",33.3,9.63,242.0,6.2,USA,natural
I'm having a snack that includes 131 grams of 100% citrus juice and 524 grams of a pepper soft drink.,70.27,1.41,286.89,0.54,USA,metric
"For my snack, I've got a 100g Popsicle and a 165g apple.",42.02,0.52,164.8,0.43,USA,metric
I have a bowl of 240 grams of chicken or turkey broth that I made myself for dinner.,8.47,2.88,86.4,6.05,USA,metric
"This morning, I'm drinking a 320g ready-to-drink Special K Protein shake.",29.44,5.12,204.8,10.24,USA,metric
"I'm enjoying a 146g steak sandwich, just plain, on a biscuit this morning.",42.52,21.51,451.14,20.78,USA,metric
"I’m snacking on a medium raw apple, a large butter or sugar cookie with icing, and drinking a cup of bottled water.",73.42,9.75,376.79,2.65,USA,natural
"For my snack, I'm enjoying 244 grams of skim milk.",11.93,0.2,82.96,8.37,USA,metric
"For dinner tonight, I had a cup of pork with potatoes and assorted vegetables, along with a cup of reduced fat milk.",36.18,13.45,337.46000000000004,18.85,USA,natural
"For a snack, I'm having 1200 grams of beer.",42.6,0.0,516.0,5.52,USA,metric
"For dinner, I'm having a can of cola, a cup of coleslaw, and a cup of salmon cake.",64.09,43.63,748.11,26.47,USA,natural
I decided to snack on a raw plum.,8.56,0.21,34.5,0.52,USA,natural
I’m enjoying a 10g fruit muffin for my snack.,5.3,1.61,37.5,0.45,USA,metric
"For my snack, I’m eating a single orange and spreading a tablespoon of chocolate flavored hazelnut spread on it.",30.57,6.13,180.18,2.53,USA,natural
"For lunch, I'm having a small burrito filled with meat and sour cream.",24.4,28.39,441.32,21.52,USA,natural
"For my snack, I’m enjoying a cup of watermelon along with a banana.",40.48,0.65,158.64,2.3200000000000003,USA,natural
"For a snack, I'm having a slice of Monterey cheese and a cup of tap water.",0.14,6.36,78.33,5.14,USA,natural
"I'm snacking on 507 grams of water, plus 28 grams of tortilla chips and 28 grams of cheese puffs.",32.02,17.759999999999998,302.12,3.7,USA,metric
"I grabbed a single stick of mozzarella cheese, a popsicle, and a pouch of unsweetened applesauce for my snack.",21.02,5.99,161.78,6.87,USA,natural
"For my snack, I'm having 225 grams of vodka and cola.",17.55,0.43,200.25,0.0,USA,metric
I have one cup of Boost nutritional drink for breakfast.,44.29,4.33,258.56,10.8,USA,natural
I enjoyed a grilled cheese sandwich weighing 116 grams along with a 372-gram cola for dinner.,71.83,23.23,540.2,12.49,USA,metric
"For a snack, I had a bottle of cola, a cup of cheese-filled Ritz crackers, and a bottle of unsweetened water, along with a stick of part-skim mozzarella cheese.",104.73,24.89,680.1800000000001,12.08,USA,natural
"For breakfast, I'm having a cup of homemade beef broth without tomato.",2.88,0.22,31.2,4.73,USA,natural
"For dinner, I had a cup of pasta with cream sauce and poultry, along with a bottled water. I also enjoyed another cup of pasta with cream sauce and seafood.",85.2,27.07,710.0,30.78,USA,natural
"I have a medium cookie made with oatmeal and raisins, plus a cup of vanilla ice cream for my snack.",63.32,21.89,473.8,7.0,USA,natural
I’ve got a 60-gram yeast doughnut and a large cappuccino that weighs 600 grams for breakfast.,45.32,19.56,414.6,13.94,USA,metric
"For dinner, I'm having a Little Debbie cinnamon bun along with a medium slice of white bread.",45.86,18.57,373.92,5.58,USA,natural
I'm snacking on 0.7 grams of baby food crackers.,0.47,0.14,3.34,0.06,USA,metric
"My snack today consists of 24 grams of sponge cake, 34 grams of potato bread, and a nice cold root beer that's 372 grams.",70.07,1.71,312.56,5.55,USA,metric
I grabbed a biscuit with fruit to enjoy as a snack.,20.91,7.67,163.35,3.02,USA,natural
"For my breakfast, I've got one medium apple and a package containing two Pop Tarts.",105.2,10.08,519.8,4.85,USA,natural
I’ll eat a raw banana with a cup of milk and drink a cup of unsweetened bottled water for breakfast.,40.17,8.23,258.54,9.37,USA,natural
"For lunch, I'm having a frankfurter sandwich made with beef on white bread and a can of cola.",54.05,18.74,420.59,9.66,USA,natural
I’m having a cheese sandwich made with American cheese on whole wheat bread for a snack.,30.97,12.07,286.62,13.6,USA,natural
I'm having 30 grams of flavored liquid coffee creamer as a snack.,10.52,4.05,75.3,0.21,USA,metric
I'm having an 11-ounce chicken dinner from the freezer for dinner.,41.34,13.35,393.12,27.3,USA,natural
"For a snack, I'm having a cup of tap water, a fruit and nut granola bar, and a cup of brewed iced coffee.",17.72,12.81,197.2,5.7,USA,natural
"For breakfast, I’m having a drink of 244 grams of milk, 124 grams of orange juice from a carton, and a 60-gram frozen peanut butter and jelly sandwich.",53.42,14.71,400.56,15.92,USA,metric
I'm eating a 75-gram bratwurst along with 28 grams of white bread for lunch.,15.92,22.89,325.35,12.93,USA,metric
"For my snack, I have a cup of whole chocolate milk and one single serving of animal cookies.",46.39,12.27,330.72,9.79,USA,natural
"For lunch, I'm having a hamburger on a wheat bun with a medium patty. I'm adding a packet of mustard and a tablespoon of ketchup.",32.63,21.08,430.5700000000001,26.94,USA,natural
I’m having lunch with a 6 oz yogurt and a cup of chocolate milk.,45.35,2.64,273.26,17.34,USA,natural
"Lunch today includes a turkey sandwich with cheese, lettuce, tomato, and spread, along with a small single serving bag of reduced fat potato chips.",77.09,11.78,517.16,25.68,USA,natural
"For a snack, I'm having 150 grams of raw grapes and a 50-gram freezer pop.",36.77,0.36,143.0,1.08,USA,metric
"For a snack, I had a banana, a Quaker Chewy 90 Calorie Granola Bar, a Clif Bar, and a tablespoon of peanut butter.",95.85,14.6,540.86,15.97,USA,natural
"For dinner, I'm having 246 grams of creamed chipped beef with 28 grams of white bread.",32.4,20.44,397.86,21.41,USA,metric
"This morning, I had a cup of hot leaf green tea alongside a fried egg with margarine.",0.4,7.21,96.45,6.98,USA,natural
"This morning, I’m having a 117-gram biscuit with sausage.",35.09,28.57,434.07,11.31,USA,metric
"For lunch, I’m enjoying a Taco Bell burrito with meat, beans, and rice, a packet of red salsa, and a large caffeine-containing soft drink.",153.26,35.18,1052.89,34.25,USA,natural
I'm enjoying a raw apple that weighs 200g along with 28.35g of reduced fat cheddar cheese as a snack.,28.380000000000003,6.13,193.59,8.27,USA,metric
"For dinner, I enjoyed a 100g hamburger from McDonald's along with 240g of tap water.",29.57,10.18,263.0,13.3,USA,metric
"I’ve got a 270g burrito with egg, beans, and breakfast meat and 244g of low-fat milk for breakfast.",56.35,35.42,693.52,36.36,USA,metric
"For breakfast, I’m having a plain Danish pastry that’s 113g and a croissant sandwich with ham, egg, and cheese, which is 155g.",79.82,48.48,859.94,27.21,USA,metric
"I’m starting my day with 480 grams of brewed coffee, a 135-gram English muffin sandwich with egg, cheese, and ham, and 55 grams of hash browns.",45.13,22.51,462.2000000000001,20.41,USA,metric
I just took a 75-gram slice of white cake with icing for my snack.,42.15,13.43,293.25,2.24,USA,metric
"For dinner, I have a serving of baked beans (260 grams), a beef hot dog (57 grams), and 21 grams of American cheese on top.",59.67,23.950000000000003,526.14,22.15,USA,metric
"For a snack, I'm drinking a 20 fl oz bottle of root beer.",65.72,0.0,254.2,0.0,USA,natural
"Lunch today is a peanut butter sandwich on whole wheat bread, paired with a cup of water from a bottle.",34.39,18.74,349.6,14.04,USA,natural
"For breakfast, I had a frankfurter on a white bun with a packet of mayonnaise and a packet of ketchup, along with a cup of bottled water.",27.1,27.55,405.86,11.63,USA,natural
I have 10 grams of salted hard pretzels as my lunch today.,8.04,0.29,38.4,1.0,USA,metric
"For my snack, I’m enjoying 240 grams of tap water, some 28 grams of plain potato chips, and a fresh raw apple that’s 165 grams.",37.86,9.79,234.76,2.22,USA,metric
I enjoyed a lunch of 150 grams of fresh grapes along with a 112-gram peanut butter and jelly sandwich on white bread.,71.32,18.76,486.54,13.94,USA,metric
"I have a plate of 157 grams of shrimp and noodles for lunch, and there's no sauce on it.",25.8,8.64,229.22,11.46,USA,metric
I’ve got 256 grams of malted milk as my snack.,22.2,4.89,163.84,8.19,USA,metric
"For dinner, I'm having a taco or tostada salad with meat and sour cream (122.0g), along with a bottle of unsweetened water (240.0g).",18.21,12.92,219.6,8.37,USA,metric
"For a snack, I'm having a Quaker Chewy 90 Calorie Granola Bar, a Snapple bottle of green iced tea, and a banana.",78.53,3.51,343.98,2.37,USA,natural
"For breakfast, I'm having a kolache filled with meat and a cheese-filled pastry, along with a cup of tap water.",30.22,21.58,363.18,11.9,USA,natural
"For a snack, I had a 40g Milk 'n Cereal bar, a 620g fruit-flavored soft drink, and 43g of white chocolate with cereal.",134.03,17.02,688.73,5.88,USA,metric
"For a snack, I'm having a whole wheat bagel (26 grams) with 15 grams of regular cream cheese and 150 grams of fresh strawberries.",25.06,6.0200000000000005,165.5,4.57,USA,metric
"For a quick snack, I have a medium cup of chocolate ice cream.",67.68,26.4,518.4,9.12,USA,natural
